,TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card4,card6,P_emaildomain,R_emaildomain,addr1,addr2,dist1,dist2
558244,3545244,1,14770184,39.0,W,visa,debit,yahoo.com,,330.0,87.0,83.0,
558262,3545262,1,14770507,39.0,W,visa,debit,yahoo.com,,330.0,87.0,414.0,
558291,3545291,1,14771015,300.0,R,visa,credit,gmail.com,gmail.com,469.0,87.0,,
558294,3545294,1,14771069,300.0,R,visa,credit,gmail.com,gmail.com,469.0,87.0,,
558302,3545302,1,14771198,300.0,R,visa,debit,gmail.com,gmail.com,476.0,87.0,,
558308,3545308,1,14771292,300.0,R,visa,credit,gmail.com,gmail.com,476.0,87.0,,
558324,3545324,1,14771844,300.0,R,visa,debit,gmail.com,gmail.com,231.0,87.0,,
558327,3545327,1,14771885,300.0,R,visa,debit,gmail.com,gmail.com,231.0,87.0,,
558344,3545344,1,14772222,55.0,S,visa,debit,,gmail.com,330.0,87.0,,
558361,3545361,1,14772498,300.0,R,discover,credit,gmail.com,gmail.com,472.0,87.0,,
558369,3545369,1,14772722,85.82600000000001,C,visa,debit,gmail.com,gmail.com,,,,3.0
558401,3545401,1,14773414,30.0,S,visa,debit,,gmail.com,330.0,87.0,,
558412,3545412,1,14773573,26.95,W,visa,debit,yahoo.com,,498.0,87.0,,
558466,3545466,1,14775011,250.0,R,visa,debit,gmail.com,gmail.com,315.0,87.0,,
558546,3545546,1,14776806,59.0,W,mastercard,credit,gmail.com,,203.0,87.0,,
558698,3545698,1,14781388,125.0,R,mastercard,credit,outlook.com,outlook.com,226.0,87.0,,
558702,3545702,1,14781532,125.0,R,mastercard,credit,outlook.com,outlook.com,343.0,87.0,,
558767,3545767,1,14784078,335.0,W,visa,debit,gmail.com,,204.0,87.0,,
558774,3545774,1,14784385,200.0,R,visa,debit,gmail.com,gmail.com,299.0,87.0,,
558781,3545781,1,14784784,97.0,W,visa,credit,yahoo.com,,299.0,87.0,,
558803,3545803,1,14785394,335.0,W,visa,credit,icloud.com,,184.0,87.0,,
558804,3545804,1,14785422,335.0,W,visa,credit,icloud.com,,184.0,87.0,,
558810,3545810,1,14785695,9.468,C,visa,credit,hotmail.es,hotmail.es,,,,
558816,3545816,1,14785845,9.468,C,visa,credit,hotmail.es,hotmail.es,,,,
558818,3545818,1,14786005,9.468,C,visa,credit,hotmail.es,hotmail.es,,,,
558821,3545821,1,14786183,9.468,C,mastercard,credit,hotmail.es,hotmail.es,,,,
558870,3545870,1,14788294,50.0,R,visa,credit,anonymous.com,anonymous.com,315.0,87.0,,
558873,3545873,1,14788521,50.0,R,visa,credit,anonymous.com,anonymous.com,472.0,87.0,,
558878,3545878,1,14788851,28.834,C,mastercard,debit,hotmail.com,hotmail.com,,,,199.0
558919,3545919,1,14792186,135.502,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
558921,3545921,1,14792264,135.502,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
558922,3545922,1,14792327,135.502,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
558925,3545925,1,14792593,21.395,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
558926,3545926,1,14792684,21.395,C,visa,debit,hotmail.com,hotmail.com,,,,0.0
558960,3545960,1,14800675,300.0,H,visa,credit,gmail.com,gmail.com,310.0,87.0,,
558962,3545962,1,14800800,300.0,H,discover,credit,gmail.com,gmail.com,310.0,87.0,,
558972,3545972,1,14804608,126.0,W,visa,debit,gmail.com,,204.0,87.0,,
559003,3546003,1,14815694,63.94,C,visa,debit,gmail.com,gmail.com,,,,593.0
559004,3546004,1,14815917,63.94,C,visa,debit,gmail.com,gmail.com,,,,593.0
559166,3546166,1,14824283,804.0,W,visa,credit,charter.net,,226.0,87.0,,
559178,3546178,1,14824422,59.0,W,visa,debit,gmail.com,,325.0,87.0,,
559220,3546220,1,14825485,34.0,W,visa,debit,comcast.net,,337.0,87.0,,
559436,3546436,1,14828602,35.966,C,mastercard,debit,gmail.com,gmail.com,,,,7.0
559602,3546602,1,14830751,25.0,S,visa,credit,,icloud.com,181.0,87.0,,436.0
559636,3546636,1,14831151,59.0,W,visa,debit,gmail.com,,337.0,87.0,891.0,
559724,3546724,1,14832691,92.0,W,mastercard,credit,,,181.0,87.0,,
559801,3546801,1,14833883,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,13.0
559803,3546803,1,14833940,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,13.0
559812,3546812,1,14834087,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,13.0
559813,3546813,1,14834137,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,13.0
559834,3546834,1,14834566,43.343,C,visa,credit,gmail.com,gmail.com,,,,13.0
559837,3546837,1,14834620,43.343,C,visa,credit,gmail.com,gmail.com,,,,13.0
559868,3546868,1,14835520,59.0,W,visa,debit,aol.com,,498.0,87.0,,
559931,3546931,1,14837130,25.95,W,mastercard,debit,att.net,,436.0,87.0,0.0,
560130,3547130,1,14841209,97.0,W,visa,debit,aol.com,,498.0,87.0,288.0,
560135,3547135,1,14841335,49.0,W,visa,debit,gmail.com,,204.0,87.0,10.0,
560184,3547184,1,14842494,34.0,W,visa,debit,gmail.com,,204.0,87.0,10.0,
560218,3547218,1,14843304,59.0,W,visa,debit,comcast.net,,204.0,87.0,,
560261,3547261,1,14843955,225.0,R,mastercard,debit,gmail.com,yahoo.com,264.0,87.0,,
560263,3547263,1,14843992,107.95,W,visa,debit,aol.com,,204.0,87.0,,
560488,3547488,1,14848349,49.0,W,mastercard,debit,gmail.com,,330.0,87.0,,
560513,3547513,1,14848904,62.956,C,visa,credit,hotmail.com,hotmail.com,,,,
560578,3547578,1,14850149,441.0,W,discover,credit,gmail.com,,264.0,87.0,3.0,
560707,3547707,1,14852923,18.444000000000003,C,visa,debit,gmail.com,gmail.com,,,,
560729,3547729,1,14853277,35.351,C,mastercard,debit,hotmail.com,hotmail.com,,,,
560751,3547751,1,14853670,35.351,C,mastercard,debit,hotmail.com,hotmail.com,,,,
560779,3547779,1,14853984,79.92399999999999,C,visa,credit,gmail.com,gmail.com,,,,
560789,3547789,1,14854092,79.92399999999999,C,visa,credit,gmail.com,gmail.com,,,,
560792,3547792,1,14854108,171.0,W,visa,debit,,,204.0,87.0,1.0,
560816,3547816,1,14854395,171.0,W,visa,debit,gmail.com,,204.0,87.0,1.0,
560828,3547828,1,14854526,134.02700000000002,C,visa,debit,hotmail.com,hotmail.com,,,,
560923,3547923,1,14856306,664.0,W,visa,debit,gmail.com,,264.0,87.0,,
560972,3547972,1,14857168,35.658,C,mastercard,credit,gmail.com,gmail.com,,,,
560974,3547974,1,14857197,130.95,W,visa,credit,gmail.com,,420.0,87.0,114.0,
560976,3547976,1,14857278,130.95,W,visa,credit,gmail.com,,420.0,87.0,114.0,
561001,3548001,1,14857669,35.658,C,mastercard,debit,gmail.com,gmail.com,,,,
561005,3548005,1,14857763,35.658,C,mastercard,credit,gmail.com,gmail.com,,,,
561160,3548160,1,14859744,39.0,W,visa,debit,gmail.com,,337.0,87.0,8.0,
561165,3548165,1,14859788,17.46,C,mastercard,credit,gmail.com,gmail.com,,,,2.0
561229,3548229,1,14860612,173.95,W,visa,credit,,,337.0,87.0,,
561233,3548233,1,14860695,100.0,R,visa,credit,gmail.com,gmail.com,325.0,87.0,,
561245,3548245,1,14860811,100.0,R,visa,credit,gmail.com,gmail.com,204.0,87.0,,
561251,3548251,1,14860858,100.0,R,visa,credit,gmail.com,gmail.com,204.0,87.0,,
561264,3548264,1,14860981,100.0,R,discover,credit,gmail.com,gmail.com,325.0,87.0,,
561469,3548469,1,14863152,450.0,H,american express,credit,gmail.com,gmail.com,272.0,87.0,,
561489,3548489,1,14863279,450.0,H,american express,credit,gmail.com,gmail.com,272.0,87.0,,
561496,3548496,1,14863327,450.0,H,american express,credit,gmail.com,gmail.com,272.0,87.0,,
561507,3548507,1,14863405,16.230999999999998,C,visa,debit,gmail.com,gmail.com,,,,370.0
561546,3548546,1,14863777,450.0,H,visa,credit,gmail.com,gmail.com,272.0,87.0,,
561553,3548553,1,14863838,450.0,H,visa,credit,gmail.com,gmail.com,272.0,87.0,,
561635,3548635,1,14864727,118.287,C,visa,credit,gmail.com,gmail.com,,,,121.0
561637,3548637,1,14864817,118.287,C,visa,credit,gmail.com,gmail.com,,,,121.0
561743,3548743,1,14867366,59.144,C,visa,credit,gmail.com,gmail.com,,,,
561907,3548907,1,14871818,107.95,W,visa,debit,,,269.0,87.0,0.0,
561960,3548960,1,14873644,6.517,C,visa,debit,gmail.com,gmail.com,,,,
561965,3548965,1,14873815,6.517,C,visa,debit,gmail.com,gmail.com,,,,
562029,3549029,1,14877758,994.0,W,visa,credit,comcast.net,,512.0,87.0,14.0,
562030,3549030,1,14877988,118.287,C,visa,credit,hotmail.com,hotmail.com,,,,
562191,3549191,1,14901662,34.0,W,visa,debit,gmail.com,,272.0,87.0,21.0,
562359,3549359,1,14908618,87.0,W,visa,debit,gmail.com,,325.0,87.0,753.0,
562385,3549385,1,14909435,87.0,W,visa,debit,gmail.com,,325.0,87.0,,
562409,3549409,1,14910239,59.0,W,visa,debit,gmail.com,,325.0,87.0,,
562424,3549424,1,14910795,107.95,W,visa,debit,aol.com,,441.0,87.0,3.0,
562485,3549485,1,14912115,34.0,W,visa,debit,comcast.net,,337.0,87.0,0.0,
562520,3549520,1,14913099,554.0,W,visa,debit,aol.com,,325.0,87.0,,
562696,3549696,1,14916239,25.0,S,discover,credit,,hotmail.com,123.0,87.0,,27.0
562732,3549732,1,14917079,34.0,W,mastercard,debit,gmail.com,,315.0,87.0,0.0,
562771,3549771,1,14918064,59.0,W,visa,credit,gmail.com,,143.0,87.0,1018.0,
562868,3549868,1,14919603,226.0,W,mastercard,debit,gmail.com,,337.0,87.0,3.0,
562872,3549872,1,14919635,171.0,W,visa,debit,yahoo.com,,337.0,87.0,,
562888,3549888,1,14919971,370.0,W,visa,credit,anonymous.com,,264.0,87.0,19.0,
562893,3549893,1,14919999,445.0,W,mastercard,debit,gmail.com,,337.0,87.0,3.0,
562895,3549895,1,14920011,370.0,W,visa,credit,anonymous.com,,264.0,87.0,19.0,
562918,3549918,1,14920461,68.5,W,visa,debit,,,126.0,87.0,1.0,
562975,3549975,1,14921378,326.3,W,mastercard,credit,gmail.com,,327.0,87.0,,
562990,3549990,1,14921597,29.0,W,visa,debit,yahoo.com,,181.0,87.0,,
563204,3550204,1,14925888,107.95,W,mastercard,debit,yahoo.com,,492.0,87.0,0.0,
563261,3550261,1,14927067,24.5,W,mastercard,debit,yahoo.com,,441.0,87.0,,
563264,3550264,1,14927115,3133.06,W,discover,credit,gmail.com,,143.0,87.0,,
563297,3550297,1,14927900,38.732,C,visa,debit,gmail.com,gmail.com,,,,
563301,3550301,1,14927967,38.732,C,visa,debit,gmail.com,gmail.com,,,,
563307,3550307,1,14928048,38.732,C,visa,credit,gmail.com,gmail.com,,,,
563318,3550318,1,14928354,38.732,C,mastercard,debit,gmail.com,gmail.com,,,,0.0
563327,3550327,1,14928454,38.732,C,mastercard,credit,gmail.com,gmail.com,,,,0.0
563405,3550405,1,14929904,994.0,W,visa,credit,charter.net,,226.0,87.0,,
563422,3550422,1,14930148,1826.0,W,discover,credit,yahoo.com,,126.0,87.0,,
563424,3550424,1,14930180,445.0,W,mastercard,debit,anonymous.com,,315.0,87.0,,
563442,3550442,1,14930586,130.95,W,visa,credit,gmail.com,,420.0,87.0,,
563504,3550504,1,14931761,87.0,W,visa,debit,aol.com,,498.0,87.0,288.0,
563563,3550563,1,14933116,257.478,C,mastercard,credit,hotmail.com,hotmail.com,,,,3.0
563571,3550571,1,14933184,257.478,C,visa,credit,hotmail.com,hotmail.com,,,,3.0
563580,3550580,1,14933366,257.478,C,mastercard,credit,hotmail.com,hotmail.com,,,,3.0
563585,3550585,1,14933459,257.478,C,mastercard,credit,hotmail.com,hotmail.com,,,,3.0
563629,3550629,1,14934227,49.0,W,visa,debit,gmail.com,,337.0,87.0,8.0,
563643,3550643,1,14934433,300.0,R,american express,credit,anonymous.com,anonymous.com,472.0,87.0,,
563819,3550819,1,14936914,108.95,W,visa,credit,gmail.com,,420.0,87.0,,
563835,3550835,1,14937144,59.0,W,visa,debit,msn.com,,325.0,87.0,4.0,
563860,3550860,1,14937423,59.0,W,visa,debit,msn.com,,325.0,87.0,4.0,
563863,3550863,1,14937464,59.0,W,visa,debit,msn.com,,325.0,87.0,4.0,
563864,3550864,1,14937473,304.879,C,visa,credit,gmail.com,gmail.com,,,,
563868,3550868,1,14937555,304.879,C,visa,debit,gmail.com,gmail.com,,,,
563870,3550870,1,14937585,59.0,W,visa,debit,msn.com,,325.0,87.0,,
563875,3550875,1,14937676,304.879,C,visa,debit,gmail.com,gmail.com,,,,
563882,3550882,1,14937744,304.879,C,visa,debit,gmail.com,gmail.com,,,,
563946,3550946,1,14939011,5.0,W,visa,debit,,,512.0,87.0,,
563972,3550972,1,14939574,55.638999999999996,C,visa,credit,hotmail.com,hotmail.com,,,,
563976,3550976,1,14939612,55.638999999999996,C,visa,credit,hotmail.com,hotmail.com,,,,
563978,3550978,1,14939634,75.0,H,american express,debit,gmail.com,gmail.com,441.0,87.0,,
563979,3550979,1,14939649,55.638999999999996,C,visa,credit,hotmail.com,hotmail.com,,,,
563983,3550983,1,14939736,55.638999999999996,C,visa,credit,hotmail.com,hotmail.com,,,,
563987,3550987,1,14939816,55.638999999999996,C,visa,credit,hotmail.com,hotmail.com,,,,
564074,3551074,1,14941397,125.0,R,visa,debit,gmail.com,gmail.com,205.0,87.0,,
564120,3551120,1,14941967,159.95,W,visa,debit,,,184.0,87.0,9.0,
564128,3551128,1,14942073,226.0,W,visa,credit,gmail.com,,272.0,87.0,,
564136,3551136,1,14942226,117.0,W,visa,credit,gmail.com,,272.0,87.0,,
564205,3551205,1,14943377,12.419,C,mastercard,credit,outlook.com,outlook.com,,,,
564212,3551212,1,14943459,12.419,C,mastercard,debit,outlook.com,outlook.com,,,,
564217,3551217,1,14943507,12.419,C,visa,credit,outlook.com,outlook.com,,,,
564285,3551285,1,14945081,177.985,C,visa,credit,hotmail.com,hotmail.com,,,,
564325,3551325,1,14945734,117.0,W,mastercard,debit,yahoo.com,,204.0,87.0,15.0,
564357,3551357,1,14946340,390.0,W,visa,debit,yahoo.com,,191.0,87.0,,
564396,3551396,1,14947153,34.0,W,visa,debit,frontier.com,,110.0,87.0,7.0,
564412,3551412,1,14947419,554.0,W,visa,debit,gmail.com,,337.0,87.0,3.0,
564426,3551426,1,14947604,554.0,W,visa,debit,gmail.com,,337.0,87.0,,
564458,3551458,1,14948211,554.0,W,visa,debit,gmail.com,,337.0,87.0,3.0,
564520,3551520,1,14949460,17.46,C,visa,credit,gmail.com,gmail.com,,,,
564556,3551556,1,14950096,23.362,C,visa,credit,hotmail.com,hotmail.com,,,,17.0
564563,3551563,1,14950183,23.362,C,visa,credit,hotmail.com,hotmail.com,,,,17.0
564620,3551620,1,14951486,117.0,W,visa,debit,gmail.com,,337.0,87.0,,
564647,3551647,1,14951892,28.834,C,mastercard,credit,hotmail.com,hotmail.com,,,,199.0
564650,3551650,1,14951955,28.834,C,mastercard,credit,hotmail.com,hotmail.com,,,,199.0
564652,3551652,1,14952037,28.834,C,mastercard,credit,hotmail.com,hotmail.com,,,,199.0
564712,3551712,1,14952912,49.0,W,visa,debit,yahoo.com,,299.0,87.0,,
564725,3551725,1,14953132,100.0,R,visa,credit,gmail.com,gmail.com,264.0,87.0,,
564728,3551728,1,14953242,50.0,H,visa,debit,gmail.com,gmail.com,441.0,87.0,,
564737,3551737,1,14953518,100.0,R,american express,credit,gmail.com,gmail.com,299.0,87.0,,
564752,3551752,1,14953776,25.0,H,visa,debit,gmail.com,gmail.com,441.0,87.0,,
564754,3551754,1,14953786,25.0,H,visa,debit,gmail.com,gmail.com,441.0,87.0,,
564769,3551769,1,14954097,97.0,W,visa,debit,aol.com,,498.0,87.0,288.0,
564793,3551793,1,14954490,97.0,W,visa,debit,aol.com,,498.0,87.0,288.0,
564801,3551801,1,14954684,171.0,W,mastercard,debit,anonymous.com,,384.0,87.0,,
564907,3551907,1,14956996,143.003,C,visa,debit,gmail.com,gmail.com,,,,
564992,3551992,1,14960202,255.0,W,visa,debit,hotmail.com,,204.0,87.0,,
565027,3552027,1,14961580,134.95,W,visa,debit,hotmail.com,,204.0,87.0,,
565032,3552032,1,14961779,9.529,C,visa,credit,anonymous.com,anonymous.com,,,,
565063,3552063,1,14963731,9.529,C,visa,credit,anonymous.com,anonymous.com,,,,
565069,3552069,1,14963903,9.529,C,visa,credit,anonymous.com,anonymous.com,,,,
565079,3552079,1,14964491,9.529,C,visa,credit,anonymous.com,anonymous.com,,,,
565080,3552080,1,14964889,8.915,C,visa,credit,anonymous.com,anonymous.com,,,,
565086,3552086,1,14965254,8.915,C,visa,credit,anonymous.com,anonymous.com,,,,
565087,3552087,1,14965348,8.915,C,visa,credit,anonymous.com,anonymous.com,,,,
565098,3552098,1,14966304,7.931,C,visa,credit,anonymous.com,anonymous.com,,,,
565102,3552102,1,14966426,7.931,C,visa,credit,anonymous.com,anonymous.com,,,,
565104,3552104,1,14966880,8.915,C,visa,credit,anonymous.com,anonymous.com,,,,
565107,3552107,1,14967217,8.915,C,visa,credit,anonymous.com,anonymous.com,,,,
565140,3552140,1,14974356,6.042000000000001,C,mastercard,debit,yahoo.com,yahoo.com,,,,
565142,3552142,1,14974439,6.042000000000001,C,mastercard,debit,yahoo.com,yahoo.com,,,,
565144,3552144,1,14975638,200.0,R,visa,debit,gmail.com,gmail.com,536.0,96.0,,
565169,3552169,1,14983075,944.0,W,discover,credit,comcast.net,,330.0,87.0,,
565252,3552252,1,14990540,107.95,W,visa,debit,,,204.0,87.0,,
565378,3552378,1,14996014,141.0,W,mastercard,credit,gmail.com,,269.0,87.0,,
565416,3552416,1,14996895,30.95,W,visa,credit,,,315.0,87.0,1.0,
565421,3552421,1,14996992,200.0,R,visa,debit,gmail.com,gmail.com,536.0,96.0,,
565429,3552429,1,14997120,200.0,R,visa,credit,gmail.com,gmail.com,356.0,96.0,,
565434,3552434,1,14997298,200.0,R,visa,credit,gmail.com,gmail.com,432.0,96.0,,
565474,3552474,1,14998421,49.0,W,visa,debit,gmail.com,,337.0,87.0,906.0,
565496,3552496,1,14998931,20.903000000000002,C,visa,credit,gmail.com,gmail.com,,,,10.0
565499,3552499,1,14998996,20.903000000000002,C,visa,credit,gmail.com,gmail.com,,,,10.0
565600,3552600,1,15001173,211.0,W,visa,credit,gmail.com,,387.0,87.0,1.0,
565603,3552603,1,15001263,2259.95,W,visa,credit,gmail.com,,264.0,87.0,,
565609,3552609,1,15001422,211.0,W,visa,credit,gmail.com,,387.0,87.0,1.0,
565634,3552634,1,15002056,2259.95,W,visa,credit,gmail.com,,264.0,87.0,,
565675,3552675,1,15003118,200.0,R,visa,debit,gmail.com,gmail.com,536.0,96.0,,7.0
565690,3552690,1,15003427,50.0,H,visa,debit,gmail.com,gmail.com,325.0,87.0,,
565703,3552703,1,15003624,50.0,H,visa,debit,gmail.com,gmail.com,325.0,87.0,,
565711,3552711,1,15003745,6.042000000000001,C,visa,credit,gmail.com,gmail.com,,,,
565714,3552714,1,15003858,57.95,W,visa,credit,yahoo.com,,315.0,87.0,31.0,
565718,3552718,1,15003960,59.0,W,visa,debit,msn.com,,325.0,87.0,,
565752,3552752,1,15004644,57.95,W,visa,debit,gmail.com,,494.0,87.0,4.0,
565791,3552791,1,15005442,69.34899999999999,C,visa,debit,gmail.com,gmail.com,,,,0.0
565797,3552797,1,15005550,69.34899999999999,C,visa,debit,gmail.com,gmail.com,,,,0.0
565831,3552831,1,15006041,69.34899999999999,C,visa,credit,gmail.com,gmail.com,,,,0.0
565833,3552833,1,15006071,390.0,W,visa,debit,yahoo.com,,191.0,87.0,4.0,
565837,3552837,1,15006156,141.281,C,mastercard,debit,anonymous.com,anonymous.com,,,,
565839,3552839,1,15006177,30.494,C,mastercard,debit,gmail.com,gmail.com,,,,121.0
565840,3552840,1,15006180,69.34899999999999,C,visa,credit,gmail.com,gmail.com,,,,0.0
565842,3552842,1,15006209,30.494,C,mastercard,debit,gmail.com,gmail.com,,,,121.0
565843,3552843,1,15006222,141.281,C,visa,debit,anonymous.com,anonymous.com,,,,
565847,3552847,1,15006294,141.281,C,visa,debit,anonymous.com,anonymous.com,,,,
565854,3552854,1,15006431,46.417,C,visa,credit,gmail.com,gmail.com,,,,
565856,3552856,1,15006447,226.0,W,visa,credit,gmail.com,,272.0,87.0,,
565858,3552858,1,15006526,7.808,C,visa,credit,anonymous.com,anonymous.com,,,,0.0
565859,3552859,1,15006542,30.494,C,mastercard,credit,gmail.com,gmail.com,,,,121.0
565864,3552864,1,15006640,7.808,C,visa,credit,anonymous.com,anonymous.com,,,,0.0
565876,3552876,1,15006811,141.281,C,visa,debit,hotmail.com,hotmail.com,,,,
565882,3552882,1,15006936,141.281,C,mastercard,credit,hotmail.com,hotmail.com,,,,
565913,3552913,1,15007351,141.281,C,visa,debit,anonymous.com,anonymous.com,,,,
565914,3552914,1,15007351,46.417,C,visa,credit,gmail.com,gmail.com,,,,
565921,3552921,1,15007416,46.417,C,mastercard,debit,gmail.com,gmail.com,,,,
565924,3552924,1,15007482,46.417,C,mastercard,debit,gmail.com,gmail.com,,,,
565929,3552929,1,15007529,46.417,C,mastercard,debit,gmail.com,gmail.com,,,,
565934,3552934,1,15007577,46.417,C,visa,debit,gmail.com,gmail.com,,,,
565937,3552937,1,15007632,141.281,C,mastercard,debit,anonymous.com,anonymous.com,,,,
565940,3552940,1,15007664,46.417,C,mastercard,credit,gmail.com,gmail.com,,,,
565943,3552943,1,15007716,46.417,C,visa,credit,gmail.com,gmail.com,,,,
565946,3552946,1,15007802,141.281,C,mastercard,credit,anonymous.com,anonymous.com,,,,
565960,3552960,1,15008172,28.896,C,visa,credit,hotmail.com,hotmail.com,,,,
565965,3552965,1,15008232,28.896,C,visa,credit,hotmail.com,hotmail.com,,,,
565969,3552969,1,15008290,28.896,C,visa,credit,hotmail.com,hotmail.com,,,,
566026,3553026,1,15009361,62.956,C,mastercard,debit,gmail.com,gmail.com,,,,
566057,3553057,1,15010213,108.95,W,visa,credit,gmail.com,,420.0,87.0,58.0,
566114,3553114,1,15011357,46.725,C,mastercard,debit,gmail.com,gmail.com,,,,0.0
566122,3553122,1,15011502,46.725,C,visa,debit,hotmail.com,hotmail.com,,,,0.0
566139,3553139,1,15011832,250.0,R,mastercard,credit,yahoo.com,yahoo.com,204.0,87.0,,
566171,3553171,1,15012626,6.517,C,mastercard,credit,gmail.com,gmail.com,,,,
566178,3553178,1,15012738,335.0,W,visa,credit,gmail.com,,512.0,87.0,,
566209,3553209,1,15013160,106.0,W,visa,debit,,,231.0,87.0,,
566244,3553244,1,15013839,117.0,W,visa,debit,,,231.0,87.0,,
566257,3553257,1,15013981,300.0,H,visa,debit,aol.com,aol.com,191.0,87.0,,
566259,3553259,1,15014059,107.0,W,visa,debit,,,231.0,87.0,,
566260,3553260,1,15014073,300.0,H,visa,debit,aol.com,aol.com,191.0,87.0,,
566266,3553266,1,15014152,300.0,H,visa,debit,aol.com,aol.com,191.0,87.0,,
566334,3553334,1,15015564,59.0,W,visa,debit,frontier.com,,110.0,87.0,7.0,
566362,3553362,1,15016246,107.0,W,visa,debit,,,204.0,87.0,,
566370,3553370,1,15016429,59.0,W,visa,debit,gmail.com,,204.0,87.0,959.0,
566405,3553405,1,15017122,107.0,W,visa,debit,,,231.0,87.0,,
566410,3553410,1,15017304,994.0,W,visa,credit,comcast.net,,512.0,87.0,14.0,
566413,3553413,1,15017339,117.0,W,visa,debit,,,204.0,87.0,,
566426,3553426,1,15017528,994.0,W,visa,credit,comcast.net,,512.0,87.0,14.0,
566441,3553441,1,15017658,117.0,W,visa,debit,,,204.0,87.0,,
566447,3553447,1,15017758,106.0,W,visa,debit,,,204.0,87.0,,
566466,3553466,1,15018366,59.0,W,visa,debit,gmail.com,,387.0,87.0,8.0,
566469,3553469,1,15018425,24.223000000000003,C,mastercard,credit,gmail.com,gmail.com,,,,
566523,3553523,1,15019361,119.21,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
566526,3553526,1,15019418,119.21,C,visa,credit,hotmail.com,hotmail.com,,,,0.0
